ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,covid_anomaly,covid_anomaly_lower,covid_anomaly_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,occ_code,occ_title,year,actual
2021-07-01,2059010.8334666495,2038946.4274427814,2080700.821797545,2059010.8334666495,2059010.8334666495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059010.8334666495,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2021,2036680.0
2022-07-01,2121129.924315016,2102464.412855166,2143311.649149105,2121129.924315016,2121129.924315016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121129.924315016,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2022,2148350.0
2023-07-01,2183249.0151633825,2164156.2451186124,2203820.250440214,2183249.0151633825,2183249.0151633825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183249.0151633825,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2023,2172500.0
2024-07-01,2245538.295301744,2218224.8643054008,2272627.3059082953,2230019.5363141648,2264341.4874841403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245538.295301744,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2024,2199900.0
2025-07-01,2307657.3861501105,2251461.0484058135,2373901.6131155193,2257549.8129684436,2372956.2834988246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2307657.3861501105,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2025,2209760.0
2026-07-01,2369776.476998477,2254119.3692503977,2510075.4891073797,2260656.4918611506,2503137.6602273043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369776.476998477,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2026,
2027-07-01,2431895.567846843,2257216.969292856,2638471.738112804,2262474.6615498667,2634487.5554324044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431895.567846843,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2027,
2018-07-01,1800611.903412,1796349.878163793,1805158.2710928633,1800611.903412,1800611.903412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800611.903412,53-3032,Heavy and Tractor-Trailer Truck Drivers,2018,1800330.0
2019-07-01,1855562.4805595137,1850776.7413691739,1859698.4133116382,1855562.4805595137,1855562.4805595137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855562.4805595137,53-3032,Heavy and Tractor-Trailer Truck Drivers,2019,1856130.0
2020-07-01,1881428.263872479,1793362.3634007245,1801952.405334837,1881428.263872479,1881428.263872479,-83717.8753844,-83717.8753844,-83717.8753844,-83717.8753844,-83717.8753844,-83717.8753844,-83717.8753844,-83717.8753844,-83717.8753844,0.0,0.0,0.0,1797710.3884880792,53-3032,Heavy and Tractor-Trailer Truck Drivers,2020,1797710.0
2021-07-01,1907223.3756360188,1903443.0658469987,1911498.168428452,1907223.3756360188,1907223.3756360188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907223.3756360188,53-3032,Heavy and Tractor-Trailer Truck Drivers,2021,1903420.0
2022-07-01,1977427.5766648161,1973492.4424679899,1981759.7485152397,1977427.5766648161,1977427.5766648161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977427.5766648161,53-3032,Heavy and Tractor-Trailer Truck Drivers,2022,1984180.0
2023-07-01,2047631.7776936134,2043294.2805097923,2051848.8415223965,2047631.7776936134,2047631.7776936134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047631.7776936134,53-3032,Heavy and Tractor-Trailer Truck Drivers,2023,2044400.0
2024-07-01,2118028.318999202,2105453.3484801548,2128391.201880127,2106193.630946828,2127541.312935469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118028.318999202,53-3032,Heavy and Tractor-Trailer Truck Drivers,2024,2070480.0
2025-07-01,2188232.520027999,2146339.704166606,2224420.489282031,2146580.042340005,2224649.3584710113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188232.520027999,53-3032,Heavy and Tractor-Trailer Truck Drivers,2025,2062040.0
2026-07-01,2258436.7210567966,2178736.655576047,2345211.5703252633,2175395.435952843,2343942.3932850035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2258436.7210567966,53-3032,Heavy and Tractor-Trailer Truck Drivers,2026,
2027-07-01,2328640.9220855935,2209114.7541889767,2474434.8893868965,2212032.6192504484,2472126.438235208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328640.9220855935,53-3032,Heavy and Tractor-Trailer Truck Drivers,2027,
2018-07-01,2164162.2124752,2155201.908843063,2172943.47249146,2164162.2124752,2164162.2124752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164162.2124752,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2018,2165310.0
2019-07-01,2039487.5292832595,2030930.2085915543,2048196.5448154686,2039487.5292832595,2039487.5292832595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039487.5292832595,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2019,2038340.0
2020-07-01,1914650.1041673718,1840488.3340428735,1859147.7658516099,1914650.1041673718,1914650.1041673718,-64290.097952640004,-64290.097952640004,-64290.097952640004,-64290.097952640004,-64290.097952640004,-64290.097952640004,-64290.097952640004,-64290.097952640004,-64290.097952640004,0.0,0.0,0.0,1850360.0062147318,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2020,1850360.0
2021-07-01,1833553.2367079454,1824257.1222625584,1842935.9781858318,1833553.2367079454,1833553.2367079454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833553.2367079454,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2021,1825980.0
2022-07-01,1812706.4303872883,1804041.7088673296,1822791.4429126952,1812706.4303872883,1812706.4303872883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812706.4303872883,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2022,1826710.0
2023-07-01,1791859.624066631,1782914.7108867264,1800441.800274187,1791859.624066631,1791859.624066631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791859.624066631,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2023,1785430.0
2024-07-01,1770955.7032081094,1752918.76533019,1794470.9515746017,1754305.2425773323,1790343.823978207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770955.7032081094,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2024,1737820.0
2025-07-01,1750108.896887452,1695354.5905322214,1819703.6863999714,1696034.0244574323,1814813.6564741998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750108.896887452,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2025,1706790.0
2026-07-01,1729262.090566795,1602433.0429444532,1869590.7584840443,1597931.916572503,1871704.2399484115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729262.090566795,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2026,
2027-07-01,1708415.284246138,1510775.0026428807,1927045.898012122,1506760.5127993997,1924157.2476713106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708415.284246138,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2027,
2021-07-01,1364180.0030696,1364180.0030696,1364180.0030696,1364180.0030696,1364180.0030696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364180.0030696,15-1252,Software Developers,2021,1364180.0
2022-07-01,1534790.0053572,1534790.0053572,1534790.0053572,1534790.0053572,1534790.0053572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534790.0053572,15-1252,Software Developers,2022,1534790.0
2023-07-01,1656880.00745596,1656880.00745596,1656880.00745596,1656880.00745596,1656880.00745596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656880.00745596,15-1252,Software Developers,2023,1656880.0
2024-07-01,1779304.5027111548,1756528.4469220631,1800364.9642359226,1756528.4469220631,1800364.9642359226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779304.5027111548,15-1252,Software Developers,2024,1654440.0
2025-07-01,1901394.504809915,1824881.4897555644,1978629.358791681,1824881.4897555644,1978629.358791681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1901394.504809915,15-1252,Software Developers,2025,1687890.0
2026-07-01,2023484.506908675,1855059.407213649,2164041.457494058,1855059.407213649,2164041.457494058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023484.506908675,15-1252,Software Developers,2026,
2027-07-01,2145574.5090074353,1873547.7018812962,2380975.0737991035,1873547.7018812962,2380975.0737991035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145574.5090074353,15-1252,Software Developers,2027,
2018-07-01,1387121.911626,1375413.069502669,1399149.3374028997,1387121.911626,1387121.911626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387121.911626,49-9071,"Maintenance and Repair Workers, General",2018,1384240.0
2019-07-01,1413242.0616747243,1401945.1934938037,1424433.465951863,1413242.0616747243,1413242.0616747243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413242.0616747243,49-9071,"Maintenance and Repair Workers, General",2019,1418990.0
2020-07-01,1421246.542024707,1346519.4424770079,1368779.359819888,1421246.542024707,1421246.542024707,-63616.84190565,-63616.84190565,-63616.84190565,-63616.84190565,-63616.84190565,-63616.84190565,-63616.84190565,-63616.84190565,-63616.84190565,0.0,0.0,0.0,1357629.700119057,49-9071,"Maintenance and Repair Workers, General",2020,1357630.0
2021-07-01,1429229.152067285,1417194.7977240114,1441621.7499442112,1429229.152067285,1429229.152067285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429229.152067285,49-9071,"Maintenance and Repair Workers, General",2021,1416740.0
2022-07-01,1469580.5679911736,1457697.1041953128,1482148.5149882264,1469580.5679911736,1469580.5679911736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469580.5679911736,49-9071,"Maintenance and Repair Workers, General",2022,1485990.0
2023-07-01,1509931.983915062,1498012.8327122438,1522343.7706773656,1509931.983915062,1509931.983915062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509931.983915062,49-9071,"Maintenance and Repair Workers, General",2023,1503150.0
2024-07-01,1550393.9516633993,1534020.2298969184,1566732.0949247433,1540444.263037972,1560159.8970379082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550393.9516633993,49-9071,"Maintenance and Repair Workers, General",2024,1531700.0
2025-07-01,1590745.367587288,1556184.5614020475,1622995.0763207811,1557673.0585362706,1621897.6898146889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590745.367587288,49-9071,"Maintenance and Repair Workers, General",2025,1529700.0
2026-07-01,1631096.7835111762,1572095.434035131,1695528.723997269,1569697.4371701907,1696017.5986761907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631096.7835111762,49-9071,"Maintenance and Repair Workers, General",2026,
2027-07-01,1671448.1994350643,1575973.1703744356,1771503.201680322,1574836.0225595515,1773707.8320884733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1671448.1994350643,49-9071,"Maintenance and Repair Workers, General",2027,
2018-07-01,1258376.5245555,1247219.049978704,1270501.345677722,1258376.5245555,1258376.5245555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258376.5245555,13-2011,Accountants and Auditors,2018,1259930.0
2019-07-01,1281772.3433712835,1271216.2283301577,1292395.576900132,1281772.3433712835,1281772.3433712835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281772.3433712835,13-2011,Accountants and Auditors,2019,1280700.0
2020-07-01,1305232.2597358522,1264226.1894112504,1285361.1235101444,1305232.2597358522,1305232.2597358522,-30612.15698121,-30612.15698121,-30612.15698121,-30612.15698121,-30612.15698121,-30612.15698121,-30612.15698121,-30612.15698121,-30612.15698121,0.0,0.0,0.0,1274620.1027546423,13-2011,Accountants and Auditors,2020,1274620.0
2021-07-01,1328629.4810528136,1317417.193104265,1340343.9208797975,1328629.4810528136,1328629.4810528136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328629.4810528136,13-2011,Accountants and Auditors,2021,1318550.0
2022-07-01,1385739.8135396277,1375130.6887511087,1396439.5703807482,1385739.8135396277,1385739.8135396277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385739.8135396277,13-2011,Accountants and Auditors,2022,1402420.0
2023-07-01,1442850.1460264418,1432181.7484960405,1453678.7874562917,1442850.1460264418,1442850.1460264418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442850.1460264418,13-2011,Accountants and Auditors,2023,1435770.0
2024-07-01,1500116.9451776033,1487653.6015519062,1513314.9267392468,1494424.6316069658,1506769.5140769496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500116.9451776033,13-2011,Accountants and Auditors,2024,1448290.0
2025-07-01,1557227.2776644174,1535318.5987234602,1580792.0941350928,1538754.9920908131,1578654.5267843863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1557227.2776644174,13-2011,Accountants and Auditors,2025,1449500.0
2026-07-01,1614337.6101512315,1571642.861659322,1659157.4225468878,1574445.0139876823,1656184.7353185597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614337.6101512315,13-2011,Accountants and Auditors,2026,
2027-07-01,1671447.9426380454,1611109.6053757921,1736658.1969154081,1611979.1270588767,1735571.5330744751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1671447.9426380454,13-2011,Accountants and Auditors,2027,
2019-07-01,1419920.0,1419919.9999947045,1419920.000004432,1419920.0,1419920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419920.0,31-1131,Nursing Assistants,2019,1419920.0
2020-07-01,1363549.666936611,1371050.0008722194,1371050.0008815702,1363549.666936611,1363549.666936611,7500.3339401680005,7500.3339401680005,7500.3339401680005,7500.3339401680005,7500.3339401680005,7500.3339401680005,7500.3339401680005,7500.3339401680005,7500.3339401680005,0.0,0.0,0.0,1371050.000876779,31-1131,Nursing Assistants,2020,1371050.0
2021-07-01,1314830.0017249177,1314830.0017198308,1314830.0017301193,1314830.0017249177,1314830.0017249177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314830.0017249177,31-1131,Nursing Assistants,2021,1314830.0
2022-07-01,1310090.0019902783,1310090.0019852018,1310090.0019957286,1310090.0019902783,1310090.0019902783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310090.0019902783,31-1131,Nursing Assistants,2022,1310090.0
2023-07-01,1351760.0030476637,1351760.0030426013,1351760.0030524435,1351760.0030476637,1351760.0030476637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351760.0030476637,31-1131,Nursing Assistants,2023,1351760.0
2024-07-01,1393544.1684915076,1373466.7690557265,1416651.7496118296,1373466.7690576643,1416651.7496120802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393544.1684915076,31-1131,Nursing Assistants,2024,1388430.0
2025-07-01,1435214.1695488929,1371444.032152194,1505423.7651700166,1371444.032153925,1505423.7651702613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435214.1695488929,31-1131,Nursing Assistants,2025,1448910.0
2026-07-01,1476884.1706062783,1352497.423886202,1612721.9404217515,1352497.4238856991,1612721.9404231682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476884.1706062783,31-1131,Nursing Assistants,2026,
2027-07-01,1518554.1716636636,1328310.3993286416,1718926.2471966716,1328310.3993281026,1718926.247193884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518554.1716636636,31-1131,Nursing Assistants,2027,
2018-07-01,1479364.9468519,1469958.2815625572,1488802.9974645497,1479364.9468519,1479364.9468519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479364.9468519,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2018,1477560.0
2019-07-01,1484250.9013084832,1475379.6663815079,1494297.0425211473,1484250.9013084832,1484250.9013084832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484250.9013084832,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2019,1487870.0
2020-07-01,1468689.947367108,1418752.5112387033,1437356.0301884944,1468689.947367108,1468689.947367108,-41428.26724435,-41428.26724435,-41428.26724435,-41428.26724435,-41428.26724435,-41428.26724435,-41428.26724435,-41428.26724435,-41428.26724435,0.0,0.0,0.0,1427261.680122758,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2020,1427260.0
2021-07-01,1453171.509696842,1442385.7620172775,1462540.7926441468,1453171.509696842,1453171.509696842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453171.509696842,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2021,1443630.0
2022-07-01,1481817.1004427508,1472091.6695093466,1492565.1879530908,1481817.1004427508,1481817.1004427508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481817.1004427508,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2022,1495440.0
2023-07-01,1510462.6911886598,1501576.5399246877,1520409.667719884,1510462.6911886598,1510462.6911886598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510462.6911886598,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2023,1504570.0
2024-07-01,1539186.7630051048,1523572.2348754953,1552232.041493273,1525502.37615604,1548924.0955004694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539186.7630051048,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2024,1495580.0
2025-07-01,1567832.3537510138,1523555.0392406299,1600587.0867989706,1523898.874810707,1600023.6724352865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567832.3537510138,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2025,1436680.0
2026-07-01,1596477.9444969227,1514408.7014942938,1669373.2503734666,1512780.807957615,1670684.15448353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596477.9444969227,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2026,
2027-07-01,1625123.5352428316,1499953.8894659593,1742699.1587357037,1504449.9793094867,1740819.6890650145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625123.5352428316,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2027,
2019-07-01,1293419.1799257,1221493.6562188782,1361468.396947814,1293419.1799257,1293419.1799257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293419.1799257,25-9045,"Teaching Assistants, Except Postsecondary",2019,1346910.0
2020-07-01,1287952.0163956324,1200467.1049876853,1342004.788715103,1287952.0163956324,1287952.0163956324,-15133.94271786,-15133.94271786,-15133.94271786,-15133.94271786,-15133.94271786,-15133.94271786,-15133.94271786,-15133.94271786,-15133.94271786,0.0,0.0,0.0,1272818.0736777724,25-9045,"Teaching Assistants, Except Postsecondary",2020,1272840.0
2021-07-01,1282499.789703301,1214040.8519265403,1356065.064799106,1282499.789703301,1282499.789703301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282499.789703301,25-9045,"Teaching Assistants, Except Postsecondary",2021,1187270.0
2022-07-01,1277418.4301759407,1202814.7074469207,1348045.5025740336,1277418.4301759407,1277418.4301759407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277418.4301759407,25-9045,"Teaching Assistants, Except Postsecondary",2022,1254240.0
2023-07-01,1272337.1403849737,1203720.9831840687,1353761.8967934744,1272337.1403849737,1272337.1403849737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272337.1403849737,25-9045,"Teaching Assistants, Except Postsecondary",2023,1337320.0
2024-07-01,1267241.929252114,1194080.442854673,1340928.0740882661,1267160.7746506643,1267320.4666419267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267241.929252114,25-9045,"Teaching Assistants, Except Postsecondary",2024,1375300.0
2025-07-01,1262160.639461147,1184637.6766703932,1330107.1375325301,1261879.2030465628,1262436.1254306308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262160.639461147,25-9045,"Teaching Assistants, Except Postsecondary",2025,1420350.0
2026-07-01,1257079.3496701801,1179953.515686088,1330209.4210382728,1256558.1148539896,1257642.8551032667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257079.3496701801,25-9045,"Teaching Assistants, Except Postsecondary",2026,
2027-07-01,1251998.0598792133,1179510.286534643,1316658.366952939,1251181.083287415,1252941.4771275334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251998.0598792133,25-9045,"Teaching Assistants, Except Postsecondary",2027,
2018-07-01,1335992.1870305,1253235.521549445,1422411.5732034692,1335992.1870305,1335992.1870305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335992.1870305,35-2014,"Cooks, Restaurant",2018,1340810.0
2019-07-01,1335206.4556513298,1234928.6030380588,1425982.6704490178,1335206.4556513298,1335206.4556513298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335206.4556513298,35-2014,"Cooks, Restaurant",2019,1401890.0
2020-07-01,1334418.5715261835,1027516.6923283781,1202100.766007465,1334418.5715261835,1334418.5715261835,-224646.41371,-224646.41371,-224646.41371,-224646.41371,-224646.41371,-224646.41371,-224646.41371,-224646.41371,-224646.41371,0.0,0.0,0.0,1109772.1578161835,35-2014,"Cooks, Restaurant",2020,1109650.0
2021-07-01,1333632.841101431,1245264.4249224588,1431343.6569839956,1333632.841101431,1333632.841101431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333632.841101431,35-2014,"Cooks, Restaurant",2021,1193860.0
2022-07-01,1332864.3067275789,1238225.1787467496,1425201.9351533002,1332864.3067275789,1332864.3067275789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332864.3067275789,35-2014,"Cooks, Restaurant",2022,1321480.0
2023-07-01,1332095.7723537267,1246777.5438852855,1432890.371310926,1332095.7723537267,1332095.7723537267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332095.7723537267,35-2014,"Cooks, Restaurant",2023,1412350.0
2024-07-01,1331325.1324062473,1238775.049079307,1426929.0669709954,1331322.1456806136,1331328.9035146798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331325.1324062473,35-2014,"Cooks, Restaurant",2024,1452130.0
2025-07-01,1330556.5980323951,1234328.7038135119,1425064.6652218415,1330545.8723030153,1330568.1390970654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330556.5980323951,35-2014,"Cooks, Restaurant",2025,1409890.0
2026-07-01,1329788.063658543,1239051.649757621,1427274.1823631604,1329766.5341673866,1329811.7515737882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329788.063658543,35-2014,"Cooks, Restaurant",2026,
2027-07-01,1329019.5292846905,1236184.72517132,1419637.5152003719,1328985.8930651657,1329054.7289383751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329019.5292846905,35-2014,"Cooks, Restaurant",2027,
